sample Items	X0	X1		out		list0			list1			list2			list3			list4			list5			list6			list7			list8		
13317	-668	85	==>	2									-668	85																		
13318	712	-317	==>	3												712	-317															
13319	346	-17	==>	1						346	-17																					
13320	-390	-522	==>	2									-390	-522																		
13321	241	619	==>	2									241	619																		
13322	3	-396	==>	1						3	-396																					
13323	-134	832	==>	3												-134	832															
13324	-826	816	==>	3												-826	816															
13325	850	228	==>	3												850	228															
13326	-355	-902	==>	3												-355	-902															
13327	-49	-741	==>	2									-49	-741																		
13328	-149	471	==>	1						-149	471																					
13329	-91	84	==>	0			-91	84																								
13330	-570	-787	==>	3												-570	-787															
13331	-292	981	==>	3												-292	981															
13332	-273	-944	==>	3												-273	-944															
13333	-868	-659	==>	3												-868	-659															
13334	561	624	==>	3												561	624															
13335	-653	-984	==>	3												-653	-984															
13336	-946	267	==>	3												-946	267															
13337	-362	690	==>	3												-362	690															
13338	-670	376	==>	3												-670	376															
13339	545	-874	==>	3												545	-874															
13340	-102	104	==>	0			-102	104																								
13341	402	-644	==>	3												402	-644															
13342	142	594	==>	2									142	594																		
13343	643	-940	==>	3												643	-940															
13344	-626	-48	==>	2									-626	-48																		
13345	22	-370	==>	1						22	-370																					
13346	173	494	==>	2									173	494																		
13347	494	-233	==>	2									494	-233																		
13348	190	1	==>	0			190	1																								
13349	309	141	==>	1						309	141																					
13350	-468	229	==>	2									-468	229																		
13351	-444	-389	==>	2									-444	-389																		
13352	158	958	==>	3												158	958															
13353	177	511	==>	2									177	511																		
13354	-42	-129	==>	0			-42	-129																								
13355	-837	650	==>	3												-837	650															
13356	151	10	==>	0			151	10																								
13357	-650	463	==>	3												-650	463															
13358	-311	602	==>	2									-311	602																		
13359	672	-601	==>	3												672	-601															
13360	514	379	==>	2									514	379																		
13361	595	676	==>	3												595	676															
13362	-80	747	==>	3												-80	747															
13363	-718	83	==>	2									-718	83																		
13364	-703	706	==>	3												-703	706															
13365	421	-343	==>	2									421	-343																		
13366	658	736	==>	3												658	736															
13367	-408	116	==>	1						-408	116																					
13368	506	284	==>	2									506	284																		
13369	-220	866	==>	3												-220	866															
13370	-980	541	==>	3												-980	541															
13371	51	-967	==>	3												51	-967															
13372	813	439	==>	3												813	439															
13373	252	-284	==>	1						252	-284																					
13374	65	-728	==>	2									65	-728																		
13375	635	-621	==>	3												635	-621															
13376	939	596	==>	3												939	596															
13377	-624	-251	==>	2									-624	-251																		
13378	863	-55	==>	3												863	-55															
13379	-791	-428	==>	3												-791	-428															
13380	-734	-500	==>	3												-734	-500															
13381	-186	-601	==>	2									-186	-601																		
13382	818	564	==>	3												818	564															
13383	114	-392	==>	1						114	-392																					
13384	633	-450	==>	3												633	-450															
13385	20	19	==>	0			20	19																								
13386	629	235	==>	2									629	235																		
13387	-842	630	==>	3												-842	630															
13388	-561	-639	==>	3												-561	-639															
13389	-326	-30	==>	1						-326	-30																					
13390	34	429	==>	1						34	429																					
13391	823	481	==>	3												823	481															
13392	127	-491	==>	2									127	-491																		
13393	546	494	==>	2									546	494																		
13394	259	161	==>	1						259	161																					
13395	-970	-692	==>	3												-970	-692															
